currentWeekPosition,previousWeekPosition,peakPosition,Total Weeks,titleArtist,entryDate,entryPosition,,,Song Title,Artist,
69,NEW,69,1,I Am Who They Say I Am                                      YOUNGBOY NEVER BROKE AGAIN featuring KEVIN GATES & QUANDO RO,2018-09-08,69,69,2,I Am Who They Say I Am,YOUNGBOY NEVER BROKE AGAIN featuring KEVIN GATES & QUANDO RO,
70,64,54,11,Medicine                                                    QUEEN NAIJA,2018-06-30,100,54,18,Medicine,QUEEN NAIJA,
71,68,68,4,Lean Wit Me                                                 JUICE WRLD,2018-08-18,87,68,8,Lean Wit Me, JUICE WRLD,
72,NEW,72,1,Unica                                                       OZUNA,2018-09-08,72,72,1,Unica, OZUNA,
73,73,73,5,That's On Me                                                YELLA BEEZY,2018-08-11,92,56,20,That's On Me,YELLA BEEZY,
74,83,74,2,Drunk Me                                                    MITCHELL TENPENNY,2018-09-01,83,53,19,Drunk Me,MITCHELL TENPENNY,
75,75,75,6,Lose It                                                     KANE BROWN,2018-08-04,98,28,19,Lose It, KANE BROWN,
76,90,76,2,High Hopes                                                  PANIC! AT THE DISCO,2018-09-01,90,5,19,High Hopes,PANIC! AT THE DISCO,
77,70,7,14,I'm Upset                                                   DRAKE,2018-06-09,19,7,16,I'm Upset, DRAKE,
78,79,18,11,Changes                                                     XXXTENTACION,2018-06-30,18,18,11,Changes, XXXTENTACION,
79,71,70,7,1942                                                        G-EAZY featuring YO GOTTI & YBN NAHMIR,2018-07-28,90,70,8,1942,G-EAZY featuring YO GOTTI & YBN NAHMIR,
80,97,80,3,Lie                                                         NF,2018-08-25,96,48,18,Lie, NF,
81,78,78,2,Chanel (Go Get It)                                          YOUNG THUG featuring GUNNA & LIL BABY,2018-09-01,78,78,3,Chanel (Go Get It),YOUNG THUG featuring GUNNA & LIL BABY,
82,NEW,82,1,Mo Bamba                                                    SHECK WES,2018-09-08,82,6,18,Mo Bamba,SHECK WES,
83,NEW,83,1,Smile (Living My Best Life)                                 LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,2018-09-08,83,56,17,Smile (Living My Best Life), LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,
84,82,81,6,Best Part                                                   DANIEL CAESAR featuring H.E.R.,2018-08-04,81,75,19,Best Part, DANIEL CAESAR featuring H.E.R.,
85,94,85,2,Desperate Man                                               ERIC CHURCH,2018-09-01,94,85,6,Desperate Man, ERIC CHURCH,
86,NEW,86,1,Drunk Girl                                                  CHRIS JANSON,2018-09-08,86,79,10,Drunk Girl,CHRIS JANSON,
87,NEW,87,1,The Way I Am                                                CHARLIE PUTH,2018-09-08,87,61,7,The Way I Am,CHARLIE PUTH,
88,NEW,88,1,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,2018-09-08,88,31,18,Dangerous, MEEK MILL featuring JEREMIH & PNB ROCK,
89,NEW,89,1,Narcos                                                      MIGOS,2018-09-08,89,89,3,Narcos,MIGOS,
90,NEW,90,1,Happy Now                                                   ZEDD & ELLEY DUHE,2018-09-08,90,90,1,Happy Now, ZEDD & ELLEY DUHE,
91,69,59,6,Level Up                                                    CIARA,2018-08-04,77,59,6,Level Up,CIARA,
92,80,46,3,Taking A Walk                                               TRIPPIE REDD,2018-08-25,46,46,3,Taking A Walk, TRIPPIE REDD,
93,65,65,2,Promises                                                    CALVIN HARRIS & SAM SMITH,2018-09-01,65,65,12,Promises,CALVIN HARRIS & SAM SMITH,
94,76,63,9,Don't Go Breaking My Heart                                  BACKSTREET BOYS,2018-07-14,84,63,9,Don't Go Breaking My Heart,BACKSTREET BOYS,
95,NEW,95,1,Mob Ties                                                    DRAKE,2018-09-08,95,95,1,Mob Ties,DRAKE,
96,NEW,96,1,Hopeless Romantic                                           WIZ KHALIFA featuring SWAE LEE,2018-09-08,96,96,5,Hopeless Romantic, WIZ KHALIFA featuring SWAE LEE,
97,NEW,97,1,Wasted                                                      JUICE WRLD featuring LIL UZI VERT,2018-09-08,97,97,1,Wasted,JUICE WRLD featuring LIL UZI VERT,
98,NEW,98,1,"OTW                                                         KHALID, TY DOLLA $IGN & 6LACK",2018-09-08,98,98,1,OTW," KHALID, TY DOLLA $IGN & 6LACK",
99,98,70,10,Sin Pijama                                                  BECKY G + NATTI NATASHA,2018-07-07,83,70,10,Sin Pijama,BECKY G + NATTI NATASHA,
100,95,1,17,This Is America                                             CHILDISH GAMBINO,2018-05-19,1,1,17,This Is America, CHILDISH GAMBINO,
1,1,1,8,In My Feelings                                              DRAKE,2018-07-14,6,1,22,In My Feelings,DRAKE,
2,2,2,13,Girls Like You                                              MAROON 5 featuring CARDI B,2018-06-09,94,1,31,Girls Like You,MAROON 5 featuring CARDI B,
3,3,1,20,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",2018-04-21,8,1,38,I Like It," CARDI B, BAD BUNNY & J BALVIN",
4,4,3,5,FeFe                                                        6IX9INE featuring NICKI MINAJ & MURDA BEATZ,2018-08-04,4,3,20,FeFe,6IX9INE featuring NICKI MINAJ & MURDA BEATZ,
5,5,5,17,Better Now                                                  POST MALONE,2018-05-12,7,3,35,Better Now,POST MALONE,
6,6,3,15,Lucid Dreams                                                JUICE WRLD,2018-05-26,74,2,33,Lucid Dreams,JUICE WRLD,
7,12,3,18,No Tears Left To Cry                                        ARIANA GRANDE,2018-05-05,3,3,27,No Tears Left To Cry,ARIANA GRANDE,
8,30,8,6,God Is A Woman                                              ARIANA GRANDE,2018-07-28,11,8,22,God Is A Woman,ARIANA GRANDE,
9,7,4,3,Sicko Mode                                                  TRAVIS SCOTT,2018-08-18,4,1,21,Sicko Mode,TRAVIS SCOTT,
10,8,8,13,Taste                                                       TYGA featuring OFFSET,2018-06-09,82,8,29,Taste, TYGA featuring OFFSET,
11,11,11,27,Love Lies                                                   KHALID & NORMANI,2018-03-03,43,9,45,Love Lies, KHALID & NORMANI,
12,10,5,4,"No Brainer                                                  DJ KHALED featuring JUSTIN BIEBER, CHANCE THE RAPPER & QUAVO",2018-08-11,5,5,15,No Brainer,"DJ KHALED featuring JUSTIN BIEBER, CHANCE THE RAPPER & QUAVO",
13,9,5,21,Boo'd Up                                                    ELLA MAI,2018-04-14,78,5,35,Boo'd Up,ELLA MAI,
14,15,6,15,Yes Indeed                                                  LIL BABY & DRAKE,2018-05-26,49,6,29,Yes Indeed,LIL BABY & DRAKE,
15,17,15,12,Youngblood                                                  5 SECONDS OF SUMMER,2018-06-16,96,7,30,Youngblood,5 SECONDS OF SUMMER,
16,13,1,26,Psycho                                                      POST MALONE featuring TY DOLLA $IGN,2018-03-10,2,1,39,Psycho,POST MALONE featuring TY DOLLA $IGN,
17,14,1,20,Nice For What                                               DRAKE,2018-04-21,1,1,25,Nice For What, DRAKE,
18,21,2,8,Nonstop                                                     DRAKE,2018-07-14,2,2,22,Nonstop, DRAKE,
19,16,12,24,Delicate                                                    TAYLOR SWIFT,2018-03-24,84,12,35,Delicate,TAYLOR SWIFT,
20,20,1,49,Perfect                                                     ED SHEERAN,2017-10-07,89,1,54,Perfect, ED SHEERAN,
21,19,2,44,Meant To Be                                                 BEBE REXHA & FLORIDA GEORGIA LINE,2017-11-11,61,2,52,Meant To Be, BEBE REXHA & FLORIDA GEORGIA LINE,
22,NEW,22,1,Breathin'                                                   ARIANA GRANDE,2018-09-01,22,12,19,Breathin', ARIANA GRANDE,
23,25,22,15,Back To You                                                 SELENA GOMEZ,2018-05-26,50,18,26,Back To You, SELENA GOMEZ,
24,23,16,9,"Big Bank                                                    YG featuring 2 CHAINZ, BIG SEAN & NICKI  MINAJ",2018-07-07,56,16,21,Big Bank,"YG featuring 2 CHAINZ, BIG SEAN & NICKI MINAJ",
25,22,5,30,"The Middle                                                  ZEDD, MAREN MORRIS & GREY",2018-02-10,23,5,40,The Middle,"ZEDD, MAREN MORRIS & GREY",
26,26,1,25,Sad!                                                        XXXTENTACION,2018-03-17,17,1,38,Sad!,XXXTENTACION,
27,24,1,31,God's Plan                                                  DRAKE,2018-02-03,1,1,36,God's Plan,DRAKE,
28,39,28,28,I Like Me Better                                            LAUV,2018-02-24,96,27,41,I Like Me Better,LAUV,
29,34,29,5,Natural                                                     IMAGINE DRAGONS,2018-08-04,37,13,23,Natural, IMAGINE DRAGONS,
30,28,21,23,Tequila                                                     DAN + SHAY,2018-03-31,87,21,37,Tequila, DAN + SHAY,
31,48,31,6,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",2018-07-28,56,16,24,Eastside,"BENNY BLANCO, HALSEY & KHALID",
32,36,32,10,Drowns The Whiskey                                          JASON ALDEAN featuring MIRANDA LAMBERT,2018-06-30,85,32,16,Drowns The Whiskey,JASON ALDEAN featuring MIRANDA LAMBERT,
33,31,11,31,Mine                                                        BAZZI,2018-02-03,56,11,34,Mine,BAZZI,
34,29,29,16,Mercy                                                       BRETT YOUNG,2018-05-19,97,29,20,Mercy, BRETT YOUNG,
35,27,8,3,Stargazing                                                  TRAVIS SCOTT,2018-08-18,8,8,8,Stargazing,TRAVIS SCOTT,
36,35,34,12,Simple                                                      FLORIDA GEORGIA LINE,2018-06-16,55,32,20,Simple,FLORIDA GEORGIA LINE,
37,33,11,28,Friends                                                     MARSHMELLO & ANNE-MARIE,2018-02-24,72,11,29,Friends, MARSHMELLO & ANNE-MARIE,
38,18,18,2,Barbie Dreams                                               NICKI MINAJ,2018-08-25,18,18,7,Barbie Dreams, NICKI MINAJ,
39,32,26,20,One Kiss                                                    CALVIN HARRIS & DUA LIPA,2018-04-21,62,26,21,One Kiss,CALVIN HARRIS & DUA LIPA,
40,47,40,8,"Sunrise, Sunburn, Sunset                                    LUKE BRYAN",2018-07-14,86,35,16,"Sunrise, Sunburn, Sunset",LUKE BRYAN,
41,37,6,34,Never Be The Same                                           CAMILA CABELLO,2018-01-13,71,6,35,Never Be The Same, CAMILA CABELLO,
42,38,11,23,In My Blood                                                 SHAWN MENDES,2018-03-31,72,11,23,In My Blood, SHAWN MENDES,
43,45,43,9,Life Changes                                                THOMAS RHETT,2018-07-07,92,36,14,Life Changes,THOMAS RHETT,
44,40,22,20,Get Along                                                   KENNY CHESNEY,2018-04-21,85,22,21,Get Along, KENNY CHESNEY,
45,51,45,6,I'm A Mess                                                  BEBE REXHA,2018-07-28,92,35,20,I'm A Mess,BEBE REXHA,
46,41,13,10,Apeshit                                                     THE CARTERS,2018-06-30,13,13,15,Apeshit, THE CARTERS,
47,49,36,18,Te Bote                                                     CASPER MAGICO & NIO GARCIA & DARELL & NICKY JAM & OZUNA & BA,2018-05-05,74,36,21,Te Bote, CASPER MAGICO & NIO GARCIA & DARELL & NICKY JAM & OZUNA & BA,
48,50,13,10,Moonlight                                                   XXXTENTACION,2018-06-30,16,13,11,Moonlight, XXXTENTACION,
49,78,49,6,Break Up In The End                                         COLE SWINDELL,2018-07-28,91,49,16,Break Up In The End, COLE SWINDELL,
50,52,50,3,Beautiful                                                   BAZZI featuring CAMILA CABELLO,2018-08-18,60,30,21,Beautiful, BAZZI featuring CAMILA CABELLO,
51,54,51,6,Broken                                                      LOVELYTHEBAND,2018-07-28,84,29,22,Broken,LOVELYTHEBAND,
52,55,52,8,Hotel Key                                                   OLD DOMINION,2018-07-14,93,48,19,Hotel Key, OLD DOMINION,
53,43,25,3,Yosemite                                                    TRAVIS SCOTT,2018-08-18,25,25,8,Yosemite,TRAVIS SCOTT,
54,57,54,5,Africa                                                      WEEZER,2018-08-04,86,51,14,Africa,WEEZER,
55,NEW,55,1,Sweetener                                                   ARIANA GRANDE,2018-09-01,55,55,1,Sweetener, ARIANA GRANDE,
56,77,53,6,You Say                                                     LAUREN DAIGLE,2018-07-28,53,44,24,You Say, LAUREN DAIGLE,
57,91,57,2,Drew Barrymore                                              BRYCE VINE,2018-08-25,91,46,14,Drew Barrymore,BRYCE VINE,
58,63,58,7,Jackie Chan                                                 TIESTO & DZEKO featuring PREME & POST MALONE,2018-07-21,88,52,19,Jackie Chan, TIESTO & DZEKO featuring PREME & POST MALONE,
59,62,58,7,Solo                                                        CLEAN BANDIT featuring DEMI LOVATO,2018-07-21,98,58,12,Solo,CLEAN BANDIT featuring DEMI LOVATO,
60,68,60,6,Hooked                                                      DYLAN SCOTT,2018-07-28,85,48,11,Hooked,DYLAN SCOTT,
61,59,41,15,All Girls Are The Same                                      JUICE WRLD,2018-05-26,92,41,20,All Girls Are The Same,JUICE WRLD,
62,NEW,62,1,Everytime                                                   ARIANA GRANDE,2018-09-01,62,62,1,Everytime, ARIANA GRANDE,
63,NEW,63,1,Happier                                                     MARSHMELLO & BASTILLE,2018-09-01,63,3,19,Happier, MARSHMELLO & BASTILLE,
64,65,54,10,Medicine                                                    QUEEN NAIJA,2018-06-30,100,54,18,Medicine,QUEEN NAIJA,
65,NEW,65,1,Promises                                                    CALVIN HARRIS & SAM SMITH,2018-09-01,65,65,12,Promises,CALVIN HARRIS & SAM SMITH,
66,70,66,6,Remind Me To Forget                                         KYGO featuring MIGUEL,2018-07-28,94,63,11,Remind Me To Forget, KYGO featuring MIGUEL,
67,76,67,3,Trip                                                        ELLA MAI,2018-08-18,79,11,21,Trip,ELLA MAI,
68,84,68,3,Lean Wit Me                                                 JUICE WRLD,2018-08-18,87,68,8,Lean Wit Me, JUICE WRLD,
69,67,59,5,Level Up                                                    CIARA,2018-08-04,77,59,6,Level Up,CIARA,
70,74,7,13,I'm Upset                                                   DRAKE,2018-06-09,19,7,16,I'm Upset, DRAKE,
71,85,70,6,1942                                                        G-EAZY featuring YO GOTTI & YBN NAHMIR,2018-07-28,90,70,8,1942,G-EAZY featuring YO GOTTI & YBN NAHMIR,
72,NEW,72,1,R.E.M.                                                      ARIANA GRANDE,2018-09-01,72,72,1,R.E.M.,ARIANA GRANDE,
